src_lang,tgt_lang,src_text,tgt_text,src_len,tgt_len,src_tokens,tgt_tokens,lang_pair,translation,bleu
nb,sv,"Humoren var… uh, jeg burde ikke si det fordi det er en klar SPOILER, men jeg kunne kose meg.","Humorn var... eh jag borde inte säga mer för det hade varit en SPOILER, men det var så roligt.",92,94,19,19,nb_sv,"Humoren var... eh, jag borde inte säga det eftersom det är en tydlig SPOILER, men jag kunde kosa mig.",30.397180859593238
nb,sv,Det er NATOs oppdrag.,Det är en uppgift för Nato.,21,27,4,6,nb_sv,Det är NATOs uppdrag.,15.848738972120703
nb,sv,«To modige eldre damer»,"""Två mycket rutinerade äldre damer""",23,35,4,5,nb_sv,"""To modig äldre dam""",12.44023474812678
nb,sv,Kontorer og omvisninger: Nederland,Kontor och guidningar: Nederländerna,34,36,4,4,nb_sv,Kontor och omvisning: Nederländerna,30.213753973567677
nb,sv,"Ett HEPA-filter medfølger, og du kan kjøpe flere HER.","Ett HEPA-filter ingår, och du kan köpa mer här.",53,47,9,9,nb_sv,Ett HEPA-filter med ordning och du kan köpa flera HER.,28.997844147152072
nb,sv,"Upassende kommentarer, gester og krenkelser - hver dag plages mange kvinner verden over av ekkel sextrakassering.","Olämpliga kommentarer, gester, kränkningar och inviter - varje dag plågas mängder av kvinnor världen över av gräsliga sextrakasserier.",113,134,16,18,nb_sv,"Opassande kommentarer, gester och känslor - varje dag plågade många kvinnor världen över ekiga sextrakasing.",16.125931551056166
nb,sv,Doktorgrad er strukturert på kriterier for høy forskning og på aksene til doktorgradskvalifikasjon og et forskningsprosjekt.,Doktorsavdelningen är uppbyggd enligt kriterier för hög forskning och på axlarna för doktorsexamen och ett forskningsprojekt. -,124,127,16,17,nb_sv,Doktoriter har strukturerats på kriterier för hög forskning och på acceleration till doktorkvalifikation och forskningsprojekt.,30.798976455759156
nb,sv,"Kom og nyt i den hyggelige atmosfæren til leiligheten Tonka *** Leiligheten er ny, med fullt møblert soverom, stue, kjøkken og bad.","Kom och njut av den trevliga atmosfären i Apartment Tonka *** Lägenheten är ny, med fullt möblerat sovrum, vardagsrum, kök och badrum.",131,134,22,22,nb_sv,"Kom och njut i den trevliga atmosfären till lägenheten Tonka ** Leihet är ny, med fulla möbler sovrum, stuga, köket och bas.",21.00021929502656
nb,sv,"Det er delvis paradeslag som skal gi publikum noe for pengene, og delvis slag hvor de to føler hverandre på tennene.","Det är delvis uppvisningsslag, som ska ge publiken valuta för pengarna, delvis slag där de mäter varandras styrka.",116,114,21,18,nb_sv,"Det är delvis paradeslag som skall ge publik något för pengarna, och delvis slag där de två känner varandra på sina tänder.",19.43703794925643
nb,sv,høyfrekvente lyden.,högfrekventa ljud.,19,18,2,2,nb_sv,högfrekventa ljud.,100.00000000000004
nb,sv,og uten forelder?,utan föräldrar?,17,15,3,2,nb_sv,och utan föräldrar?,59.460355750136046
nb,sv,- Den eneste lommeboka du trenger,Den enda plånboken du behöver.,33,30,6,5,nb_sv,- Den enda plånboken du behöver,75.98356856515926
nb,sv,- forståelse for hva som gjør oss forskjellige,Förståelse för vad som gör oss speciella,46,40,8,7,nb_sv,- förståelse för vad som gör oss olika,51.697315395717055
nb,sv,Trengs kreative løsninger,Kreativa lösningar behövs,25,25,3,3,nb_sv,Kreativa lösningar,60.653065971263366
nb,sv,"Når du reiser med Afrika-safari, får du 15 % rabatt på vannsportsaktivitetene på Spice Island, og det er mulig å låne både rev-sko og fat bikes gratis.","När du reser med Afrika-safari får du 15 % rabatt på vattensportsaktiviteterna på Spice Island, och det är också möjligt att låna både cykelskor och fatbikes gratis (om de är lediga).",151,183,27,31,nb_sv,"När du reser med Afrika, får du 15 % rabatt på vattenportsaktiviteterna på Spice Island, och det är möjligt att låna både rev-so- och biks gratis.",43.7405450155589
nb,sv,"Det var ikke alltid tilfelle, men i dag anerkjennes søvnproblemer som sentrale kjennetegn ved fibromyalgi.","Det var inte alltid så, men i dag erkänns sömnproblem som centrala egenskaper hos fibromyalgi.",106,94,15,15,nb_sv,"Det var inte alltid fallet, men idag identifieras sömnproblem som centrala kännetecken vid fibromyalgi.",25.33313470546776
nb,sv,"Alle Scientologikirker er viet til det mål å forbedre verden, ved å begynne å forbedre de enkelte menighetsmedlemmer, bringe dem til et høyere nivå av åndelig bevissthet og sette dem i stand til å skape positive forandringer i alle de aktivitetene de er engasjert i.","Alla Scientologi-kyrkor har som sitt uttalade mål att börja skapa en bättre värld, genom att undsätta varje enskild församlingsmedlem, föra honom till högre nivåer av andligt medvetande och göra det möjligt för honom att skapa positiva förändringar i livets alla områden.",266,271,45,41,nb_sv,"Alla Scientologiker är ett mål att förbättra världen genom att börja förbättra de enskilda meningsmedlemmar, föra dem till en högre medvetenhet och sätta dem att skapa positiva förändringar i alla aktiviteter.",12.508267648726967
nb,sv,Det er ikke nødvendigvis tilfellet når du kommer litt ut av byen.,Det är inte nödvändigtvis när du kommer ut ur staden.,65,53,12,10,nb_sv,Det är inte nödvändigtvis när du kommer ut ur stan.,80.70557274927978
nb,sv,Til venstre avgrenses stranden av klipper på den ene siden og av den lille holmen Illot de Binicodrell på den andre siden.,Till vänster avgränsas stranden av klippor och på andra sidan den lilla holmen Illot de Binicodrell.,122,100,22,16,nb_sv,Till vänster av gränserna för klipper på ena sidan och av den lilla hålet Illot de Binicodrell på den andra sidan.,11.664454871103965
nb,sv,endre standard passord og unngå å tildele sluttbrukere administratorrettigheter,Ändra alla standardiserade lösenord och var försiktig med att ge slutanvändaren administrationsmöjligheter,79,106,9,12,nb_sv,Ändra lösenordsfrasen och undvika att tillåta administratörsbehörighet,4.231118166423695
nb,sv,Hva er kort tid?,Vad är kort tid?,16,16,4,4,nb_sv,Vad är kort tid?,100.00000000000004
nb,sv,Jeg hadde et veldig bra 2008.,Men jag hade ett väldigt bra år 2008.,29,37,6,8,nb_sv,Jag hade ett väldigt bra 2008.,36.74145494215666
nb,sv,"Reduserer sannsynligheten for betennelse i prostata, og reduserer også risikoen for tilbakefall etter akutt prostatitt og forverring av kronisk",Minskar sannolikheten för inflammation i prostata och minskar risken för återkommande efter akut prostatit och förvärringar av kronisk,143,134,19,18,nb_sv,Reducera sannolikheten för berusning i prostaten och minskar också risken för återfall per akut prostatit och förvärras av kronisk kronisk,13.264759167412226
nb,sv,"Kjent for sin utmerkede support og stabile tjenester, vi bruker selv dette webhotellet for trafikkrevende tjenester og er veldig fornøyde. i form av administrasjon man kan behøve å ha.","Känt för sin utmärkta support och stabila tjänster, vi kör själva detta webbhotell för trafikkrävande tjänster och är mycket nöjda.",184,131,29,20,nb_sv,"Kända för sin utmärkta support och stabila tjänster, vi använder även detta webbhotell för trafikrespondenser och är mycket nöjda.",58.920356863437306
nb,sv,Restauranter nær Jenny Lea Academy,Restauranger i närheten av Jenny Lea Academy,34,44,5,7,nb_sv,Restauranter nära Jenny Lea Academy,26.65429557589628
nb,sv,"Kort sagt, økologisk landbruk er bærekraftig og gjør mindre skade på planeten vår.","I korthet, ekologiskt jordbruk är hållbart och gör mindre skada på vår planet.",82,78,13,13,nb_sv,"Kort sagt, ekologiskt jordbruk är hållbart och gör mindre skada på vår planet.",85.07331335123531
nb,sv,SONNE AURORA vegg- og taklampe,SONNE AURORA vägg/taklampa,30,26,5,3,nb_sv,SONE AURORA vägg och taklammer,21.3643503198117
nb,sv,"«Vil du delta i eller har du noensinne deltatt i terrorhandlinger, spionasje, sabotasje eller folkemord?»","""Har du för avsikt att delta eller har du någonsin deltagit i terroristaktiviteter, spioneri, sabotage eller folkmord?""",105,119,15,17,nb_sv,"""Vill du delta i eller har du någonsin deltagit i terroråtgärder, spionage, sabotage eller folkmord?""",44.29671676570689
nb,sv,Du kan tilbringe det daglig eller annenhver dag.,Du kan spendera dem dagligen eller varannan dag.,48,48,8,8,nb_sv,Du kan tillbringa det dagligen eller någon annan dag.,14.535768424205482
nb,sv,"Også på verkstedet hjemme har batteridrevne skrutrekkere vært et ""must-have"" i lang tid.","Även i den välsorterade hemmaverkstaden har den batteridrivna skruvdragare under ganska lång tidigt varit en ""must-have"".",88,121,13,16,nb_sv,"Även på varken hemma har batteriförmågan slås ett ""mus-have"" under lång tid.",3.395776631557144
nb,sv,Denne avslører saker om hans sønn som Van Veeteren ikke hadde noen aning om.,Denna avslöjar saker om hans son som Van Veeteren inte hade en aning om.,76,72,14,14,nb_sv,Denna avslöjar saker om hans son som Van Veetern inte hade någon aning om.,61.04735835807847
nb,sv,Andersens liv og diktning.,Dan Anderssons liv och diktning.,26,32,4,5,nb_sv,Anders liv och dikt.,19.3576934939088
nb,sv,Du er ikke som alle!,Du är inte som alla!,20,20,5,5,nb_sv,Du är inte som alla!,100.00000000000004
nb,sv,Her finner du spennende og smakfulle matretter i en avslappet atmosfære.,Här hittar du spännande och vällagade maträtter i en avspänd atmosfär.,72,70,11,11,nb_sv,Här hittar du spännande och smakfulla maträtter i en avslappnad atmosfär.,46.59538415189962
nb,sv,Resultatet er produkter som holder.,Resultatet är produkter som varar.,35,34,5,5,nb_sv,Resultatet är produkter som håller.,53.7284965911771
nb,sv,Du kan kjøpe acaipulver og andre acaiprodukter her allerede idag og dra nytte av supervitaminene som finnes i acaibær.,Du kan köpa acaibär här redan idag och dra nytta av dessa supervitaminer i acai bär.,118,84,19,16,nb_sv,Du kan köpa acaipulver och andra acaiprodukter här redan idag och dra nytta av supervetaminer som finns i acaibär.,38.27673535697133
nb,sv,"Ras al Khaimah er et rolig, men likevel allsidig reisemål åtte mil fra Dubai.","Ras al Khaimah är ett relaxat, men ändå mångsidigt resmål åtta mil från Dubai.",77,78,14,14,nb_sv,"Ras al Khaimah är ett lugnt, men ändå alltidig resa åtta mil från Dubai.",53.7284965911771
nb,sv,"Mange funksjoner gjør dem uvurderlig støtte for regnskapsfirmaer som forårsaker mange kunder på samme tid, og som må ta ekstraordinær forsiktighet ved å kontakte dokumentasjonen de utfører.",Många funktioner gör dem ovärderliga stöd för bokföringsföretag som orsakar många kunder också och som behöver ta exceptionell vård i att flytta med den dokumentation de visar.,189,176,27,27,nb_sv,"Många funktioner gör dem ovärderligt stöd för redovisningsföretag som orsakar många kunder på samma gång, och som måste ta extraordinär försiktighet genom att kontakta de utförliga dokumenten.",20.587409535374668
nb,sv,"Denne personvernpolicyen gjelder bare for behandling av personopplysninger, der Automile er Personlig Databehandler, dvs. hvor Automile har bestemt hvordan og til hvilket formål personopplysningene skal håndteres.","Den här integritetspolicyn rör endast hantering av personuppgifter, där Automile är Personuppgiftsansvarig, d.v.s. Där Automile har bestämt hur och för vilket ändamål som personuppgifterna hanteras.",213,198,26,25,nb_sv,"Integritetspolicyn gäller endast för hantering av personuppgifter, där Automalile är Personlig datahanterare, dvs. hur AI har bestämt sig för personlig informationen.",14.004340015493776
nb,sv,"Naboen Alices hund Uffe ble så oppspilt at han kom i skade for å bite Frank i hånda, og ganske snart begynner Frank å drømme mystiske drømmer.",Grannen Alices hund Uffe blir så uppspelt att han råkar bita Frank i handen och snart börjar Frank drömma mystiska drömmar…,142,123,27,21,nb_sv,"Naboen Alices hund Offe blev så uppspelt att han kom i skadan för att bita frank i handen, och ganska snart börjar Frank att drömma mystiska drömmar.",15.852667105439357
nb,sv,"I tillegg til forpliktelser vedrørende bankkontoinformasjon, skal du gi HomeAway Payments informasjon som HomeAway Payments lovlig kan kreve for raskt og nøyaktig å utføre tjenestene.",Utöver dessa bankkontoåtaganden skall du förse HomeAway Payments med den information som HomeAway Payments eventuellt kan behöva enligt lag för att kunna tillhandahålla tjänsterna i god tid och på ett korrekt sätt.,183,214,25,32,nb_sv,Utöver deplikter som gäller bankkontorsinformation bör du ge HomeAway Payments information som HomeAway Pay Payments lagligt kräva snabbt och exakta tjänster.,5.831350967216057
nb,sv,"Tross alt er det ikke bare å amme barnet, men også mye problemer med det og husstanden.",Det är trots allt inte bara amning barnet utan också mycket problem med det och hushållet.,87,90,17,16,nb_sv,"Tross allt är det inte bara att amma barnet, utan också mycket problem med det och hushållen.",37.39978404351137
nb,sv,"Med en perfekt beliggenhet mellom havet og fjellene, et utendørs svømmebasseng, tennisbane (tennisutstyr er tilgjengelig på stedet) og en restaurant, er La Perciata også det perfekte stedet for en ferie som kombinerer moro og avslapning.","Med ett perfekt läge mellan havet och bergen, utomhuspool, tennisbana (tennisutrustning finns på plats) och en restaurang, är La Perciata också det perfekta stället för en semester som kombinerar kul och avkoppling.",237,215,35,32,nb_sv,"Med en perfekt beläget mellan havet och bergen, en utdömd simmbassäng, tennisbana (tennissutrustning finns på plats) och en restaurang, är La Perciata det perfekta stället för en semester som kombinerar moro och avslapning.",56.642901318646956
nb,sv,"Gjør bildet skarpere flere ganger, litt om gangen.",Gör bilden skarpare flera gånger i små steg.,50,44,8,8,nb_sv,"Gör en bild skärpa flera gånger, lite om gången.",8.913765521398126
nb,sv,Det runde bordet..,Det runda bordet…,18,17,3,3,nb_sv,Det runda bordet.,31.947155212313625
nb,sv,Sunn fisk kan vare en uke uten mat.,Fiskarna kan vara utan mat en vecka.,35,36,8,7,nb_sv,Sunt fisk kan vara en vecka utan mat.,17.164726199225985
nb,sv,Det er ventet at flere ryttere vil bli presentert denne måneden.,I veckan kommer fler hästar att presenteras.,64,44,11,7,nb_sv,Det är väntat att fler ryttare kommer att presenteras denna månad.,8.516593018819643
nb,sv,Og jeg bruker sunday riley good genes uten problemer,Nästa Den tog slut: Sunday Riley Good Genes,52,43,9,8,nb_sv,Och jag använder sunday riley good genes utan problem,0.0
nb,sv,Vi tror og håper på stjernedryss i år også!,Vi hoppas och tror på vädergudarna även detta år!,43,49,9,9,nb_sv,Vi tror och hoppas på asterisker i år också!,6.8253021567726675
nb,sv,Føler du at du kjører på en tredemølle og få noe av det?,Känner du att du kör på ett löpband och få något av det?,56,56,13,13,nb_sv,Känner du att du kör på en träddmössa och få något av det?,69.97522298221911
nb,sv,"Når man først har tatt beslutningen om å dekke sine gulv med heltre eik, har man også fått et tregulv som kan vare i generasjoner, og som mange opplever at blir penere med årene.","När du väl har bestämt dig för att täcka ditt golv med massivt trä, har du också ett trägolv som kan vara i generationer, och så många människor känner sig mer bekväma genom åren.",178,179,34,34,nb_sv,"När man först har fattat beslutet att täcka sina golv med helträknare, har man också fått en trögulv som kan vara i generationer, och som många upplever att bli snyggare med år.",21.282209063250132
nb,sv,Inner art of love - en kjærlighetsferie med deg selv,Inner art of love - en kärlekssemester med dig själv,52,52,10,10,nb_sv,Inser art of lag - en kärleksferie med dig själv,22.957488466614326
nb,sv,Designen ble skapt i tett samarbeid med Dronning Silvia og den danske designeren Diana Holstein.,Designades i tätt samarbete mellan drottning Silvia och den danska designern Diana Holstein.,96,92,15,13,nb_sv,Design skapades i nära samarbete med Dronning Silvia och danska designern Dia Holsten.,9.238430210261097
nb,sv,"Vi tilbyr 20 rom med eget bad, varmt vann, vifte, vaskeri (valgfritt), gratis Internett, alt i en fredelig og rolig miljø!","Vi erbjuder 20 rum med privat badrum, varmvatten, fläkt, tvättservice, gratis internet, grönområden, allt i en lugn och tyst miljö!",122,131,21,20,nb_sv,"Vi erbjuder 20 rum med egen bad, varmt vatten, fläkt, tvätt (valfritt), gratis Internet, allt i en fredlig och lugn miljö!",28.502398807204504
nb,sv,"Han har blant annet figurert ved innflytelsesrike og tradisjonsskapende institusjoner som Mozarteum (Salzburg, Østerrike), Northwestern University (Chicago, USA) og Astona (Sveits) med flere.","Han har framträtt vid inflytelserika och traditionsskapande institutioner som Mozarteum (Salzburg), Northwestern University (Chicago) och Astona (Schweiz) samt flera av de nordiska konservatorierna och musikhögskolorna.",191,219,23,25,nb_sv,"Han har bland annat figurerats genom inflytande och traditionella institutioner som Mozarteum (Salzburg, Österrike), Northwestern University (Chicago, USA) och Astona (Schweiz) med flera.",41.467937597280944
nb,sv,Under er et stempel fra Aruba.,Här kommer en rapport från Aruba!,30,33,6,6,nb_sv,Under är ett stämpel från Aruba.,13.134549472120788
nb,sv,"Men, nå over til det dere har kommet hit for.",Men nu över till det du kom hit för!,45,36,10,9,nb_sv,Men nu över till det ni har kommit hit för.,40.35278637463991
nb,sv,Behandle impotens bør være omfattende.,Behandling av impotens bör vara omfattande.,38,43,5,6,nb_sv,Behandla imotens bör vara omfattande.,43.01250851313264
nb,sv,Neste artikkel NRC Group viser fortsatt sterk vekst og blir størst i Norden,NRC Group visar fortsatt stark tillväxt och blir störst i Norden,75,64,13,11,nb_sv,Nästa artikel NRC Group visar fortfarande stark tillväxt och i Norden,26.65837681702885
nb,sv,I tillegg til vin kan du selvfølgelig også oppbevare mineralvann eller flasker med juice og plassere magasiner eller planter i åpningene.,"Förutom vin du kan också lagra mineralvatten eller juice flaskor, tidningar eller till och med purjolök eller baguetter i öppningarna.",137,134,21,20,nb_sv,Dessutom kan du också bevara mineralvatten eller flaskor med juice och placera magasiner eller växter i andningarna.,5.383066722109051
nb,sv,Hvorfor går stien der den gjør?,Varför curlar den åt det håll den gör?,31,38,6,8,nb_sv,Varför går stelen där den gör?,19.740631366145518
nb,sv,Forretningsmøte kombinert med utsikt fra 39. etasje,Japanskt med utsikt från 39 våningen,51,36,7,6,nb_sv,Affärsmötekombinerad med utsikt från 39.,50.81327481546149
nb,sv,Aqua Marinas paddleboard til Stand-up-Paddling er en rimelig SUP som er bygd med samme høye standard som mange brettpadlere i betydelig høyere prisklasser.,Aqua Marinas hotell göteborg nära centralstationen paddelbräda för Stand-up-Paddeling är en mycket prisvärd SUP som byggts med samma höga standard som många paddelbrädor i betydligt högre prisklasser.,155,200,23,27,nb_sv,Aqua Marinas paddleboard till Stand-Paddling är en rimlig SUP som byggs med samma höga standard som många bräden i höga prisklasser.,23.59545796424777
nb,sv,Denne løsningen gir fullstendig automatisering når det gjelder temperaturovervåking.,Den här lösningen tillåter en komplett automation när det gäller temperaturövervakning.,84,87,9,11,nb_sv,Denna lösning ger fullständig automatisering när det gäller temperaturövervakning.,32.16094349518416
