src_lang,tgt_lang,src_text,tgt_text,src_len,tgt_len,src_tokens,tgt_tokens,lang_pair,translation,bleu
nb,da,Store deler av barndommen ble tilbrakt på sykehus.,En stor del af min barndom har jeg brugt på sygehuset.,50,54,8,11,nb_da,Store dele af barndomen blev tilbragt på hospital.,4.4959869933858485
nb,da,"Utlendinger må du kreve, men hva du har hos din bror, skal du gi henstand med.","Udlændingen må du gøre krav hos, men hvad du har til gode hos din landsmand, skal du eftergive.",78,95,16,18,nb_da,"Udlændinge skal du kræve, men hvad du har hos din bror, skal du give henstand med.",26.24087769829642
nb,da,I husets overetasje er soverommene plassert.,I husets gavle er værelserne placeret.,44,38,6,6,nb_da,I husets overetage er soveværelserne placeret.,19.64073254502566
nb,da,"Det finnes noen forskjellige typer med free bets som du kan titte etter, og alle kommer med ulike krav til hva du må gjøre for å få de:","Der er nogle forskellige typer af gratis væddemål, som du kan søge efter, og alle kommer med forskellige krav til, hvad du skal gøre for at få dem:",135,147,28,28,nb_da,"Der er nogle forskellige typer free bets, som du kan kigge efter, og alle kommer med forskellige krav til hvad du skal gøre for at få dem:",67.37843006001192
nb,da,Patogen mikroflora bør ikke være tilstede i de presenterte fragmentene av avføring.,Patogen mikroflora bør ikke være til stede i fragmenterne af fæces.,83,67,12,11,nb_da,Patogen mikroflora bør ikke være til stede i de fremviste fragmenter afgørelser.,57.60844201603898
nb,da,At man mister EN; det kan skje.,"En svipser, det kan jo ske.",31,27,7,6,nb_da,At man mister EN; det kan ske.,13.485111859503691
nb,da,"Hoste manifesterer seg når som helst på dagen, inkludert om natten.","Hoste manifesterer til enhver tid på dagen, herunder om natten.",67,63,11,10,nb_da,"Hoste manifesterer sig når som helst på dagen, inklusiv om natten.",21.97281387499715
nb,da,"Hun var sikker på at han ville foreslå henne etter eksamen, de ville gifte seg, ha barn og leve et godt liv.","Hun var sikker på, at han ville foreslå hende efter eksamen, de ville gifte sig, have børn og leve et godt liv.",108,111,22,22,nb_da,"Hun var sikker på, at han ville foreslå hende efter eksamen, de ville gifte sig, have børn og leve et godt liv.",100.00000000000004
nb,da,"De vanlige møteplasser er på hotell, Leilighetshotell i timevis og private hjem, prisene are'll passform med tanke på at møtestedet er levert av gentleman, med unntak av jentene som har bestemt leilighet uten kostnader.","De sædvanlige mødesteder er i hoteller, aparthotel timer og private hjem, satser are'll fit overvejer at mødestedet er leveret af den herre, med undtagelse af de piger, der har særlig lejlighed uden omkostninger.",219,212,34,33,nb_da,"De almindelige mødepladser er på hotel, Leilighedshotel i timevis og private hjem, priser, passform med tanken om, at mødesstedet er leveret af gentleman, med undtagelse af pigerne, der har bestemt lejlighed uden omkostninger.",23.91625238091364
nb,da,"Tog tips for å reise rundt i Europa er avgjørende for reisende. for det første, det er mange forskjellige grunner til å reise til Europa.","Tog tips til rejser rundt i Europa er afgørende for rejsende. for det første, der er mange forskellige grunde til at rejse til Europa.",137,134,25,24,nb_da,"Tog tips til at rejse rundt i Europa er afgørende for rejsende, for det første, der er mange forskellige grunde til at rejse til Europa.",76.37483416234717
nb,da,"En slik indikator som atherogen koeffisient, som indikerer graden av utvikling av den aterosklerotiske prosessen, men ikke er det viktigste diagnostiske kriteriet, beregnes med formelen: CA = (OX - HDL-C): HS-HDL, dets normale verdier svinger innen 2-3.","En sådan indikator som atherogen koefficient, som angiver graden af ​​udvikling af den atherosklerotiske proces, men som ikke er det vigtigste diagnostiske kriterium, beregnes med formlen: CA = (OX-HDL-C): HS-HDL, dets normale værdier svinger inden for 2-3.",253,257,37,37,nb_da,"En sådan indikator, atherogen koefficient, som indikerer graden af udvikling af den aterosklerotiske proces, men ikke er det vigtigste diagnostiske kriterier, beregnes med formlen: CA = (OX - HDL-C): HS-HDL, dets normale værdier inden for 2-3.",54.40722129979494
nb,da,"Hvis du ber om at vi slutter å behandle noen av eller alle personopplysningene dine, eller du trekker tilbake (når aktuelt) samtykket til at vi kan bruke eller utlevere personopplysningene dine til formålene angitt i denne personvernerklæringen, kan vi kanskje ikke levere deg alle Tjenestene og kundeservicen som tilbys til brukerne våre, og som er tillatt i henhold til denne personvernerklæringen og Brukeravtalen.","Hvis du anmoder os om at stoppe behandlingen af nogle af eller alle dine personlige oplysninger, eller du tilbagetrækker (hvis relevant) dit samtykke til vores brug eller afsløring af dine personlige oplysninger til de formål, der er anført i denne erklæring om privatlivets fred, vil vi måske ikke kunne give dig alle de tjenester og den kundesupport, som tilbydes vores brugere og er autoriseret i henhold til denne erklæring om privatlivets fred og vores Brugeraftale.",417,471,63,75,nb_da,"Hvis du beslutter, at vi slutter med at behandle nogle af dine personoplysninger, eller du trækker tilbage (når aktuelt) samt at vi kan bruge personoplysningerne til at udlevere dine formål som defineret i denne personbeskyttelse, kan vi måske ikke levere dig alle de tjenester og kundeservicen, der tilbydes til vores bruger, og som er tilladte i henhold til denne personbeskyttelse og brugeraftalen.",13.446178048843688
nb,da,Den teknologiske utviklingen truer de tradisjonelle forvalternes forretningsmodeller.,Den teknologiske udvikling truer de traditionelle formueforvalteres forretningsmodeller.,85,88,8,8,nb_da,Den teknologiske udvikling truer traditionelle standarders forretningsmodeller.,37.70794596593207
nb,da,Artikkelen er oversatt fra svensk.,Artiklen er oversat fra svensk.,34,31,5,5,nb_da,Artiklen er oversat fra svensk.,100.00000000000004
nb,da,"Busten er ganske tett, og jeg har ingen koster som dette i samlingen min allerede.",Denne børste er fantastisk - og jeg har ingen børster ligesom denne i min samling.,82,82,15,15,nb_da,"Buten er ret tæt, og jeg har ingen koster som dette i min samling allerede.",22.048872820716333
nb,da,"I tilfelle når det gjelder respiratoriske symptomer på akutt respiratorisk virusinfeksjon, varierer varigheten innen 1 uke.","I tilfælde, hvor det refererer til respiratoriske symptomer på ARVI, varierer varigheden inden for 1 uge.",123,105,16,16,nb_da,I tilfældet med hensyn til respiratoriske symptomer på akut respiratorisk virusinfektion varierer varigheden inden for 1 uge.,45.05700411689425
nb,da,- Vi ser på dette som et offentlig helseproblem.,Og vi ser det som et public health issue.,48,41,9,9,nb_da,Vi ser på det som et offentligt sundhedsproblem.,18.04438612975343
nb,da,Odderøya fyr er åpent for publikum.,Kegnæs Fyr er åben for publikum.,35,32,6,6,nb_da,Odtreøen fyr er åbent for publikum.,26.269098944241588
nb,da,"Funksjoner Magnetsikker, Vanntett, Røntgensikker, Temperatursikker","Funktioner Stødsikker, Vandtæt, Vibrations-sikret, Røntgensikker, Temperatursikker",66,82,5,6,nb_da,"Funktioner Magnetiker, Vandet, Røntgensikker, Temperatursiker",18.190371142855746
nb,da,"Best Western Hotel Bristol ligger på stranden i Sottomarina-området i Chioggia, i nærheten av Katedralen i Chioggia, Palazzo Comunale og Chioggia klokketårn.","Best Western Hotel Bristol ligger på stranden i kvarteret Sottomarina i Chioggia tæt på Chioggia Katedral, Palazzo Comunale og Chioggia Belltower.",157,146,22,21,nb_da,"Best Western Hotel Bristol ligger på strranden i Sottomarina-området i Chioggia, nær Katedralen i Chioggia, Palazo Comunale og Chioggia urtårn.",30.33668865762665
nb,da,Om ikke i dag så i morgen.,Hvis ikke i dag så i morgen.,26,28,7,7,nb_da,Om ikke i dag så i morgen.,84.08964152537145
nb,da,Bispedømmet endret samtidig navn til Kristiansand stift.,Bispedømmet ændrede samtidig navn til Kristiansand stift.,56,57,7,7,nb_da,Bisspømmet ændret på samme navn til Kristiansand klips.,19.070828081828378
nb,da,- Det tok vel en måneds tid før jeg var fornøyd.,Det tog et år før jeg blev tilfreds.,48,36,11,8,nb_da,- Det tog vel en måneds tid før jeg var glad.,10.127993013562818
nb,da,Kontakt brukerstøtten for Google Domains for å starte refusjonsprosessen.,Kontakt Google Domains' support for at sætte en refusion i gang.,73,64,9,11,nb_da,Kontakten brugerunderstøttelse af Google Domains for at starte refusionsprocessen.,8.171014300726602
nb,da,Det er effekten som er drivkraften til å fortsette når du sliter med å gjennomføre.,"Det er effekten, der er drivkraften til at holde fast, når du har svært ved at gennemføre.",83,90,15,17,nb_da,"Det er effekten, der er drivkraften til at fortsætte, når du træder med at udføre.",49.21576145306266
nb,da,Våern er derfor høysesong i Nederland og tiltrekker blomsterelskere og botanikere fra hele verden.,Foråret er derfor højsæson i Holland og tiltrækker blomsterelskere fra hele verden.,98,83,14,12,nb_da,Våern er derfor højseong i Nederlandene og tiltrækker blomster og botanikere fra hele verden.,22.894156860669913
nb,da,- Hjemmebanefordelen.,hjemmebanefordelen.,21,19,2,1,nb_da,- Hjembanefordelen.,27.516060407455225
nb,da,"Jo flere av dem, jo ​​mer autoritative nettsteder lenker - jo mer troverdighet av nettstedet ved referanse.","Jo mere af dem, jo ​​mere autoritative sider linker - jo mere troværdighed af webstedet ved reference.",107,102,17,17,nb_da,"Jo flere af dem, jo mere autoritative websider links - jo mere troværdighed af referencesiden.",34.953658971976616
nb,da,"Hvis det blir gjort vesentlige endringer i denne personvernerklæringen, vil vi varsle deg via e-post, et varsel i produktet eller på annet vis i henhold til gjeldende lovverk.","Hvis der er ændringer i vores meddelelse om beskyttelse af personlige oplysninger, giver vi dig besked via e-mail, en meddelelse i selve produktet, eller som det på anden måde kræves ifølge den gældende lovgivning.",175,214,28,34,nb_da,"Hvis det bliver gjort væsentlige ændringer i denne personbeskyttelse, vil vi varsle dig via e-post, en advarsel i produkt eller anden vis i henhold til denne lov.",3.67870436142616
nb,da,Svært ukjente i USA.,næsten ukendt i Amerika.,20,24,4,4,nb_da,Meget ubekendt i USA.,12.703318703865365
nb,da,"Bitterappelsin (Citrus aurantium amara) - brukes av utallige kulturer i Kina og Karibia, og spesielt på Haiti, som et forfriskende, naturlig luktfjerningsmiddel.","Citrus aurantium amara - anvendes af adskillige kulturer i Kina og Caribien, særligt Haiti, som en opfriskende, naturlig deodorant.",161,131,22,19,nb_da,"Bitterapelsin (Citrus auritium amara) - anvendes af utallige kulturer i Kina og Karibien, og især på Haiti, som et forfriskende, naturligt lugtbar lugtningsmiddel.",16.475516456048457
nb,da,Kiosken ble også vasket.,Skipper er også blevet vasket.,24,30,4,5,nb_da,Kiosken blev også vasket.,19.3576934939088
nb,da,"Fakultets- og administrasjonskontorer, inkludert seks ""hotell"" -kontorer for tilreisende professorer","Fakultets- og administrationskontorer, herunder seks ""hotel"" -kontorer til gæsteprofessorer",100,91,10,9,nb_da,"Fakultets- og administrationskontorer, inklusive seks ""hotell"" -kontor tilrejsende professorer",27.77619034011791
nb,da,"Bruk alle dine ferdigheter, kreativitet og fantasi.","Brug med alle dine evner, kreativitet og fantasi.",51,49,7,8,nb_da,"Brug alle dine færdigheder, kreativitet og fantasi.",47.49549533009781
nb,da,Statistikk antyder at den onkogene typen fører til livmorhalskreft hos kvinner under 30 år.,"Statistikker tyder på, at den onkogene type fører til livmoderhalskræft hos kvinder under 30 år.",91,96,14,15,nb_da,"Statistik antyder, at den onkogernes type fører til livmorhalskræft hos kvinder under 30 år.",43.14793368698176
nb,da,Er det Pga.,Det er pga.,11,11,3,3,nb_da,Er det Pga.,15.97357760615681
nb,da,Intet land og ingen region har selskaper som i seg selv er overlegne.,Intet land eller områdes selskaber er i sig selv overlegne.,69,59,13,10,nb_da,"Intet land og ingen region har virksomheder, der selv er overlegne.",9.669265690880861
nb,da,"Når en ung vokser opp, er det nødvendig å trene ham for å holde urinen under trang.","Når en ung vokser op, er det nødvendigt at træne ham for at holde urinen under trang.",83,85,17,17,nb_da,"Når en ung vokser op, er det nødvendigt at træne ham for at holde urinen under trang.",100.00000000000004
nb,da,Jaguar XE i nytt antrekk,Jaguar XE i helt nye klæder,24,27,5,6,nb_da,Jaguar XE i nyt træk,32.555630133216134
nb,da,Blitsstyrken forandres muligvis ikke dersom motivet befinner seg for langt borte eller for nærme.,"Flashintensiteten ændres muligvis ikke, hvis motivet er for langt væk eller for tæt på.",97,87,14,14,nb_da,Blitzstyrken ændredes ikke hvis motivet befinder sig for langt væk eller for tæt på.,49.84390309259902
nb,da,"Neobiheviorizm vitnet om krisen i den ""klassiske"" behaviorisme, ute av stand til å forklare for integritet og hensiktsmessigheten av atferd, dens justeringsmuligheter av informasjon om verden og avhengig av kroppens behov.","Neobiheviorizm vidnede om krisen i den ""klassiske"" behaviorisme, ude af stand til at forklare integriteten og hensigtsmæssigheden af ​​adfærden, dens justerbarhed af oplysninger om verden og afhængig af kroppens behov.",222,218,31,30,nb_da,"Neobiheviorizm vidnede om krisen i den ""klassiske"" behaviorisme, ude af stand til at forklare for integritet og passende adfærd, dens justeringsmuligheder af oplysninger om verden og afhængige af kroppens behov.",63.56979861225325
nb,da,"Superbrugerne på Endate, endate har en stor gruppe frivillige superbrugere som sidder klar til at besvare dine spørgsmål og godkende dine billeder.",Endate har en stor gruppe frivillige superbrugere som sidder klar til at besvare dine spørgsmål og godkende dine billeder.,147,122,22,19,nb_da,"Superbrogerne på Endate, endate har en stor gruppe frivillige superbugere, der siger klar til, at besvare dine spørgsmål og gode dine billedere.",30.826423742301447
nb,da,Vi har ikke svaret på den gåten!,Jeg kender ikke svaret på denne gåde.,32,37,7,7,nb_da,Vi har ikke svaret på den gåde!,22.089591134157878
nb,da,"Derfor forebygger trening kreft i blant annet bryst, tykktarm, eggstokker og livmor.","Derfor forebygger træning kræft i bl.a. bryst, tyktarm, æggestok og livmoder.",84,77,12,11,nb_da,"Derfor forhindrer øvelsen kræft i blandt andet bryster, tyktterm, ægstogker og livmor.",6.2915855898775845
nb,da,"Intet menneske hadde satt sin fot i hulens indre siden forhistorisk tid, da hulen var bebodd av cro magnon-mennesket, forfaren til homo sapiens.","I dens indre havde intet menneske sat sin fod siden forhistorisk tid, hvor grotten var beboet af Homo sapiens' forløber, Cromagnon-mennesket.",144,141,23,21,nb_da,"Intet menneske havde sat sin fod i hulens indre side forhistorisk tid, da hulen var beboet af cro mainon-mænd, forfar til homo sabets.",13.689245991088384
nb,da,"Å leie en bil i Jamaica må du være alderen minst 25, og har både et gyldig kredittkort og en gyldig driver's lisens.",At leje en bil i Jamaica du skal være fyldt mindst 25 og har både et gyldigt kreditkort og en gyldig førerens licens.,116,117,23,23,nb_da,"At leje en bil i Jamaica skal du være alderen mindst 25, og har både et gyldigt kreditkort og en gyldig driver's licens.",57.27457059211463
nb,da,"Disse signalene endrer seg stadig, så et tidligere godkjent kort kan bli avvist senere.","Disse signaler ændrer sig hele tiden, så et kort, der tidligere er blevet godkendt, kan blive afvist på et senere tidspunkt.",87,124,14,21,nb_da,"Disse signaler ændrer sig stadig, så et tidligere godkendt kort kan blive afvist senere.",17.842307468681707
nb,da,Unreasonable Fear Sense: Skjulte årsaker og effektive kampteknikker,Uredelig frygt Sense: Skjulte årsager og effektive kampteknikker,67,64,8,8,nb_da,Unreasonable Fear Seancer: Skjulte årsager og effektive kampteknikker,58.73949094699213
nb,da,Tynn hud gjør det lett å bli solbrent.,"En tør hud, har nemmere ved at blive solskoldet.",38,48,8,9,nb_da,Tynd hud gør det let at blive solbrent.,9.080027618567454
nb,da,* Fra Ao Railay (eller Ao Nang) videre ut til de nærliggende Krabi Islands,* Tag fra Ao Railay (eller Ao Nang) videre ud til de nærliggende Krabi Islands,74,78,14,15,nb_da,* Fra Ao Railay (eller Ao Nang) videre til de nærliggende Krabi Islands,64.56147046129793
nb,da,Titan Casino Baccarat er absolutt spillet for å gi deg den største og mest spennende Baccarat spill online.,Titan Casino Baccarat er helt sikkert spillet for at bringe dig det største og mest spændende Baccarat spil online.,107,115,18,19,nb_da,Titan Casino Baccarat er helt sikkert spillet for at give dig den største og mest spændende Baccarat spil online.,75.90994812356263
nb,da,- Feber rundt 38 grader er typisk.,Feber på omkring 38 grader er normalt.,34,38,7,7,nb_da,- Feber omkring 38 grader er typisk.,38.260294162784454
nb,da,Hva slags te foretrekker du?,HVILKEN slags te foretrækker du?,28,32,5,5,nb_da,Hvilken slags te foretrækker du?,75.98356856515926
nb,da,Hver og en har sin spesielle rolle å spille og bidraget,Hver enkelt har en særlig rolle at spille og de,55,47,11,10,nb_da,Hver og en har sin specielle rolle at spille og bidrage,26.985534666825092
nb,da,Derfor er den eksakte definisjonen av brudd ved symptomer umulig.,Derfor er en præcis definition af en symptomatisk lidelse ikke mulig.,65,69,10,11,nb_da,Derfor er den nøjagtige definition af brud på symptomer umuligt.,10.234459018728545
nb,da,"Digitale lagringsplasser er en form for infrastruktur for beskrivelse og dokumentasjon, oppbevaring, bevaring og tilgjengeliggjøring av denne informasjonen på en åpen, brukervennlig og pålitelig måte.","Digitale arkiver leverer infrastrukturen til at beskrive og dokumentere, lagre, bevare, og offentliggøre disse oplysninger på en åben, brugervenlig og pålidelig måde.",200,166,25,22,nb_da,"Digitale lagringspladser er en form for beskrivelse og dokumentation, opvaring, bevaring og tilgængelig for denne information på en åben, brugervenlig og pålidelig måde.",32.508335831521066
nb,da,"En gjennomsnittlig Grand Danois veier mellom 70 og 90 kilo, men Yogi veier allerede over 90 kilo.","En gennemsnitlig Grand danois vejer cirka 70-90 kilo, men Yogi vejede hurtigt over 90 kilo.",97,91,17,15,nb_da,"En gennemsnitlig Grand Danois vejer mellem 70 og 90 kilo, men Yogi vejer allerede over 90 kilo.",39.51500216160541
nb,da,Vreden har særlig rettet seg mot Tyskland og Angela Merkel.,Processen lader til at være drevet primært af Tyskland og Angela Merkel.,59,72,10,12,nb_da,Vreden har især rettet sig mod Tyskland og Angela Markér.,12.498879161997976
nb,da,La oss se hvordan dette fungerer med MailPoet's gratis Mail Tester-verktøy.,"Lad os se, hvordan dette virker med MailPoet's gratis Mail Tester-værktøj.",75,74,11,11,nb_da,Lad os se hvordan dette virker med MailPoet's gratis Mail Tester-værktøj.,76.7733168433653
nb,da,"For eksempel, hvis folk misbruk surf-safe, lydisolering, spores i dette domenet, deres søkeord kan ikke være riktig behandlet sammen.","For eksempel, hvis folk misbruger surf boks, spores i dette domæne, deres søgeudtryk kunne ikke være behørigt behandlet sideløbende.",133,132,19,19,nb_da,"F.eks., hvis folk misbrug surf-safe, lydisolering, spores i dette domæne, deres søgeord kan ikke være rigtigt behandlet sammen.",30.299282065335248
nb,da,"Fordelene ved å bruke chatte med jenter eneste funksjonen er virkelig imponerende, og siden ingen andre Chatroulette type chat er i stand til å tilby folk denne kvaliteten i forbindelse med damer, vi har alt som brukere kan sannsynligvis behov for kommunikasjon med damer.","Der er mange fordele ved at anvende vores chat kun med piger og da ingen anden Chatroulette-hjemmeside kan tilbyde dig denne slags indelse, kun med piger, har vi alt hvad du overhovedet har brug for, til at møde piger.",272,218,44,39,nb_da,"Fordelen ved at bruge chatte med piger eneste funktioner er virkelig imponerende, og da ingen andre Chatrolete type chat er i stand til at tilbyde folk denne kvalitet i forbindelse med damer, har vi alt, der bruger kan formodentlig brug for kommunikation med damer.",10.853414547943057
nb,da,I desember 2016 ble Canon Medical en del…,I december 2016 blev Canon Medical del…,41,39,8,7,nb_da,I december 2016 blev Canon Medical en del...,46.17366309441026
nb,da,For forebygging og behandling er det viktig å observere drikkeregimet.,For forebyggelse og behandling er det vigtigt at overholde drikkeordningen.,70,75,10,10,nb_da,For forebyggelse og behandling er det vigtigt at observere drikkeregimet.,69.89307622784945
nb,da,"En flaske Crazy Bulk WINSOL har 90 kapsler, for å bli vurdert 30-dager, som bare indikerer for deg å sette pris på denne smarte alternativet til Winistrol, må du støtte 3 kapsler foreslått å bli tatt per dag; det er en tablett før de viktigste måltider eller enda bedre, 30-45 minutter før du deltar i treningsøktene.","En flaske Crazy Bulk WINSOL består af 90 kapsler, der skal overvejes 30-dage, der blot betyder for dig at sætte pris på denne smarte valg til Winistrol, er du nødt til at holde fast ved de 3 kapsler anbefales at tages dagligt; det er en tablet før de vigtigste måltider eller meget bedre endnu, 30-45 minutter før du deltager i din træning.",317,340,56,62,nb_da,"En flaske Crazy Buk WINSOL har 90 kapitler, for at blive vurderet 30-dage, som kun viser dig at sætte pris på denne smarte mulighed for Winistrol, skal du støtte 3 cookier foreslås at blive taget per dag; det er en tablet før de vigtigste måltider eller endnu bedre, 30-45 minutter før du deltager i træningssessionerne.",38.76122392371529
nb,da,"Slovakia ligger i Sentral-Europa, og har 5,5 millioner innbyggere (2009).","Slovakiet ligger i Centraleuropa, og har 5.500 tusind indbyggere (2009).",73,72,10,10,nb_da,"Slovakiet ligger i Centraleuropa, og der er 5,5 millioner indbyggere (2009).",57.02822264405544
nb,da,4 Måter å frigjøre kraften til data for å transformere organisasjonen din Ledelse,4 Måder at frigøre strømmen af ​​data til at transformere din organisation,81,74,13,12,nb_da,4 Måter at frigøre kraften til data for at transformere din Ledelse,17.242221289766636
nb,da,De var med på å skape og utvikle den symfoniske rocken som senere ble til den progressive rockemusikken.,"De var med til at skabe og udvikle den symfoniske rock, som senere blev til den progressive rockmusik.",104,102,18,18,nb_da,"De var med til at skabe og udvikle den symfoniske rock, der senere blev til den progressive rockmus.",75.90994812356263
nb,da,"Derfor er aksept av den progressive naturen av vår sykdom nødvendig i vår tilfriskning og retur til et normalt, produktivt og tilfredsstillende liv.","Derfor er en accept af den progressive natur af vor sygdom nødvendig i vores helbredelse og retur til et normalt, produktivt og tilfredstillende liv.",148,149,23,24,nb_da,"Derfor er accept af den progressive natur af vores sygdom behov for afholdenhed og retur til et normalt, produktivt og tilfredsstillende liv.",50.08705932277574
nb,da,"Hun ble en del av online fandom i 1999 etter å ha skrevet eksaminasjonstalen sin om sin kjærlighet for Star Wars , og ble raskt involvert i fandommene for manga og anime hvor hun først redigerte animasjonsvideoer, og senere ble fan-oversetter.","Hun sluttede sig til online fandom i 1999, efter hun skrev sin afgangstale om sin kærlighed for Star Wars , og snart blev hun involveret i anime- og manga-fandom som AMV-klipper og senere som fanoversætter.",243,206,41,35,nb_da,"Hun blev en del af online fandom i 1999 efter at have skrevet eksaminationstalen om sin kærlighed for Star Wars, og blev hurtigt involveret i fandomerne for manga og animeret animationsvideoer, og senere blev fan-overset.",29.081869722567124
nb,da,"Noen personer vil derfor se den klassiske versjonen frem til vi fullfører oppdateringen, og andre vil se den nye Outlook.com.","Indtil opdateringen er fuldført, vil nogle brugere stadig få vist den klassiske version, mens andre vil kunne se det nye Outlook.com.",125,133,20,21,nb_da,"Nogle personer vil derfor se den klassiske udgave frem til vi gennemfører opdateringen, og andre vil se den nye Outlook.com.",19.042545112300648
nb,da,"Tjenesten skal hovedsakelig bygge på HTML5, og bruker verken Flash eller Microsofts eget Silverlight-rammeverk.",Ifølge The Verge bygger tjenesten primært på HTML5 og bruger altså ikke hverken Flash eller Microsofts eget Silverlight.,111,120,14,18,nb_da,"Tjenesten skal hovedsageligt bygge på HTML5, og den bruger hverken Fash eller Microsofts eget Silverlight-ske ramme.",11.014703317346848
nb,da,Jeg vet at jeg skal legge alt dette bak meg.,Jeg er opsat på at lægge alt dette bag mig.,44,43,10,10,nb_da,"Jeg ved, at jeg skal lægge alt dette bag mig.",44.833867003844595
nb,da,"«Man blir veldig følsom, og jeg mener det ikke på en positiv måte.","""Man er meget følsom - og jeg mener det ikke på en god måde.",66,60,13,14,nb_da,"""Man bliver meget følsom, og jeg mener det ikke på en positiv måde.",49.202745153855076
nb,da,"Her får vi smake på både rød og hvit vin, og i tillegg får vi skinke, ost, brød og olivenolje.","I smager efterfølgende på såvel hvide som røde vine, og hertil serveres oliven, ost og brød.",94,92,20,16,nb_da,"Her får vi smage på både rød og hvid vin, og derudover får vi skinke, ost, brød og olivenolje.",5.538696232597744
nb,da,Vest ferdig laget ut i sidene.....bare resten igjen :0),Forsiden er på plads...så mangler jeg bare lige resten:0),55,57,9,9,nb_da,Vest færdig lavet ud i siderne....bar resten tilbage :0,12.044026117975157
nb,da,"Dette belegget gir kulen sin flotte oxiderete farge, som får designet samt stenen til å stå ut.","Denne belægning giver kuglen sin flotte oxiderede farve, som får designet samt stenen til at træde frem.",95,104,17,17,nb_da,"Dette belæg giver kuglens flotte oxideret farve, som får designet og stren til at stå ud.",23.91496091433006
nb,da,"Økologisk fotavtrykk måler menneskenes forbruk av naturressurser, og viser hvor mye en gjennomsnittlig innbygger i hvert land forbruker.","Indikatoren (ØF) måler menneskenes forbrug af naturressourcer, her præsenteret som hvor meget hver indbygger forbruger i gennemsnit i hvert enkelt land.",136,152,18,21,nb_da,"Økologisk fodaftryk måler menneskers forbrug af naturressourcer, og viser, hvor meget en gennemsnitsindbygger i hvert land.",14.153019479624042
