src_lang,tgt_lang,src_text,tgt_text,src_len,tgt_len,src_tokens,tgt_tokens,lang_pair,translation,bleu
da,en,"FunSuper er specialiseret i fremstilling af high definition (HD) videobrochurer, video visitkort, video mapper, videobøger, video præsentationsbokse og video direkte mailers til salgsfremmende foranstaltninger, forretningshændelser og marketingkampagner.","FunSuper is a specialist in manufacturing High Definition (HD) Video Brochures, Video Business Cards, Video Folders, Video Books, Video Presentation Boxes and Video Direct Mailers for sales promotions, business events and marketing campaigns.",254,242,27,33,da_en,"FunSuper specializes in manufacturing high definition (HD) video brochures, video business cards, video folders, video books, video presentation boxes and video direct mailers for promotional measures, business events and marketing campaigns.",20.28580371819409
da,en,og roulette regler,"Games, Roulette Rules",18,21,3,3,da_en,and roulette rules,0.0
da,en,"Dagplejere og børnehaver, hundeluftere og motionsløbere er blandt de hyppige gæster i landsbyen, og hvert år afholdes Sankt Hans fest på plænen mellem Festsalen og Lillesø til gensidig glæde for borgere i Skanderborg og beboere i Landsbyen Sølund.","Childminders and kindergartens, dog walkers and joggers are among the frequent guests in the village, and every year we have a midsummer celebration on the big lawn with a bonfire and festivities for the whole family. This celebration is for both the citizens of Skanderborg as well as the residents of the village.",247,315,38,53,da_en,"Daykeepers and kindergartens, dog walkers and exercise runners are among the frequent guests in the village, and every year Saint Hans's party is held on the lawn between the Festival Hall and Lillesø for the mutual joy of citizens of Skanderborg and residents of the village of Sølund.",36.62789105538068
da,en,Slave Dobbelt,Slave Double,13,12,2,2,da_en,Slave Double,100.00000000000004
da,en,Ingredienser :,Ingredients :,14,13,2,2,da_en,Ingredients:,100.00000000000004
da,en,Blinkende 91,Flashing 91,12,11,2,2,da_en,Blinking 91,49.99999999999999
da,en,Jakker & Cardigans,Bone Me - Cardigan,18,18,3,4,da_en,Jackets & Cardigans,0.0
da,en,Sådan virker det,This is how,16,11,3,3,da_en,That's how it works.,10.682175159905848
da,en,Beskrivelse :,Description :,13,13,2,2,da_en,Description:,100.00000000000004
da,en,TIL VEJLEDERE,Dictionary,13,10,2,1,da_en,FOR WITNESSES,0.0
da,en,Lang ankerkæde,Long anchor chain,14,17,2,3,da_en,Long anchor chain,100.00000000000004
da,en,Store Kuk Tilbedelse,Stuffed Petite,20,14,3,2,da_en,Great Cuckoo Worship,0.0
da,en,Identitetsmetoder,Identity Methods,17,16,1,2,da_en,Identity methods,49.99999999999999
da,en,Spa Gourmet ophold,Golf & Gourmet Stay,18,19,3,4,da_en,Spa Gourmet stay,19.716118825581447
da,en,Vores løsninger,Our Advisories,15,14,2,2,da_en,Our Solutions,49.99999999999999
da,en,Konventionel boring,Conventional drilling,19,21,2,2,da_en,Conventional drilling,100.00000000000004
da,en,"Music Hall Casino begynder ved at kryptere alle dataoverførsler til og fra kasinoet med 128-bit SSL-kryptering. Alle transaktioner behandles med det nyeste i krypteringssoftware, og spillerne kan være helt sikre på, at deres information er sikker og sikker.",Music Hall Casino begins by encrypting all transmissions of data to and from the casino with 128-bit SSL encryption. All transactions are processed using the latest in encryption software and players can be fully confident their information is safe and secure.,257,260,38,41,da_en,"Music Hall Casino begins by encrypting all data transfers to and from the casino with 128-bit SSL encryption. All transactions are processed with the latest in encryption software, and players can be absolutely sure that their information is safe and secure.",70.11552134957894
da,en,fastholdelse liv!,retention lives!,17,16,2,2,da_en,Keeping life!,27.516060407455225
da,en,Behandling,The treatment,10,13,1,2,da_en,Management,0.0
da,en,Danmark - Dansk,United Kingdom - English,15,24,3,4,da_en,Denmark - Danish,19.716118825581447
da,en,Karateskole,Karate School,11,13,1,2,da_en,Karate School,100.00000000000004
da,en,Peter Kristiansen,Michael Andersen,17,16,2,2,da_en,Peter Kristiansen,0.0
da,en,- Forbedrede,- Improved,12,10,2,2,da_en,- Improved,100.00000000000004
da,en,Fidel siger,Fidel says,11,10,2,2,da_en,Fidel says,100.00000000000004
da,en,sekunder siden,seconds ago,14,11,2,2,da_en,seconds ago,100.00000000000004
da,en,• Slå på iPhone,• Turn on your iPhone,15,21,4,5,da_en,• Hit the iPhone,14.794015674776452
da,en,Ny henvendelse,Domain Reselling,14,16,2,2,da_en,New approach,0.0
da,en,Coose up - Bare bedre,Close up - Only better,21,22,5,5,da_en,Coose up - Just better,23.643540225079384
da,en,Stemmer P.,Constance M.,10,12,2,2,da_en,Voices P.,27.516060407455225
da,en,Nakkestøtte MODERN,Headrest MODERN,18,15,2,2,da_en,Headrest MODERN,100.00000000000004
da,en,En Julesymfoni,A Christmas Symphony,14,20,2,3,da_en,A Christmas Symphony,100.00000000000004
da,en,Bruger login,catering page,12,13,2,2,da_en,User login,0.0
da,en,Hjem » Om EU-OSHA,Home » About EU-OSHA,17,20,4,4,da_en,Home • About EU-OSHA,35.35533905932737
da,en,26. Hvad er DHA?,26. What is DHA?,16,16,4,4,da_en,26. What is DHA?,100.00000000000004
da,en,Jordbær blød kage,Strawberry Soft Cake,17,20,3,3,da_en,Strawberry soft cake,27.516060407455225
da,en,"4, høj hårdhed","4, High hardness",14,16,3,3,da_en,"4, high hardness",35.35533905932737
da,en,Landsteder,Country houses,10,14,1,2,da_en,Farmhouses,0.0
da,en,"VH, 1. Etage","VH, 1st floor",12,13,3,3,da_en,"VH, 1st Floor",59.460355750136046
da,en,Firmapræsentation,Legal Notice,17,12,1,2,da_en,Company presentation,0.0
da,en,Fjerne Spyware,Remove Spyware,14,14,2,2,da_en,Remove Spyware,100.00000000000004
da,en,Beskrivelse ·,Description,13,11,2,1,da_en,Description ·,49.99999999999999
da,en,Især til lærere,Especially for Teachers,15,23,3,3,da_en,Especially for teachers,55.03212081491043
da,en,Orgasme Samling,solo orgasm,15,11,2,2,da_en,Orgasm Collection,0.0
da,en,Kamstrup Canada,Netherlands - Dutch,15,19,2,3,da_en,Kamstrup Canada,0.0
da,en,Fritid & Sport,Palace Theatre,14,14,3,2,da_en,Recreation & Sports,0.0
da,en,Supernova skrev:,Supernova wrote:,16,16,2,2,da_en,Supernova wrote:,100.00000000000004
da,en,Vejret Software,Weather Software,15,16,2,2,da_en,Weather Software,100.00000000000004
da,en,Flere Film Lister,Multiple Movie Lists,17,20,3,3,da_en,More Film Lists,27.516060407455225
da,en,God Bryster,Black Tights,11,12,2,2,da_en,Good Tits,0.0
da,en,MULIGHEDER & PRISER,"Soul, food & music",19,18,3,4,da_en,OPPORTUNITIES & PRICES,14.127216461522432
da,en,"Jeg ved ikke om dig, men jeg elsker at føle pust af min kæreste i nakken, når vi sover laver skeen. Jeg elsker også, hvis der under de indledende kampe, jeg blæser luft med lidt intensitet i midten af halsen. Jeg vil krybe og min østers tager sine perlit til lys.","I do not know about you, but I love to feel the breath of my boyfriend in the neck when we sleep doing spoon. I also love if, during the preliminaries, I blows air with little intensity in the middle of the neck. I will cringe and my oyster takes out his perlite to light.",263,272,51,55,da_en,"I don't know about you, but I love to feel the breath of my girlfriend in the neck when we sleep making the spoon. I also love if during the initial fights, I blow air with a little intensity in the middle of the neck. I will creep and my oysters take his perlite to light.",59.896436724890535
da,en,gratis vareprøver,Free Gifts,17,10,2,2,da_en,free samples;,0.0
da,en,Brug af cookies,Privacy & Cookies Policy,15,24,3,4,da_en,Use of cookies,0.0
da,en,Øvrig dokumentation,Other documentation,19,19,2,2,da_en,Other documentation,100.00000000000004
da,en,Vælg udgave,Choose edition,11,14,2,2,da_en,Select Version,0.0
da,en,Hent vores App,Download our App,14,16,3,3,da_en,Download our App,100.00000000000004
da,en,"bedstemor sex, modne","bedstemor fisting, fisting",20,26,3,3,da_en,"granny sex, mature",15.97357760615681
da,en,Og grunden er dette:,And the reason is this:,20,23,4,5,da_en,And the reason is this:,100.00000000000004
da,en,Karen Blixen-museet,Karen Blixen Museum,19,19,2,3,da_en,Karen Blixen Museum,100.00000000000004
da,en,Karton neglefil:,Cardboard nail file:,16,20,2,3,da_en,Cardboard nail file:,100.00000000000004
da,en,Malerværktøj,Painting tools,12,14,1,2,da_en,Painting tools,100.00000000000004
da,en,FlagFinder: ja,Vibration: ja,14,13,2,2,da_en,FlagFinder: yes,27.516060407455225
da,en,Ornamenteret loft,Air Conditioning,17,16,2,2,da_en,Ornamented ceiling,0.0
da,en,Organisk Spirulina,Organic Spirulina,18,17,2,2,da_en,Organic Spirulina,100.00000000000004
da,en,Vi er her.,where are you?,10,14,3,3,da_en,We're here.,0.0
da,en,Kamstrup Finland,Finland - Finnish,16,17,2,3,da_en,Kamstrup Finland,30.326532985631665
da,en,Webshop starten,Start web shop,15,14,2,3,da_en,Webshop Start,30.326532985631665
da,en,ved lauradldp,by lauradldp,13,12,2,2,da_en,by lauradldp,100.00000000000004
da,en,Forsendelse,Categories,11,10,1,1,da_en,Shipment,0.0
da,en,Sprogfilosofi,Philosophy of language,13,22,1,3,da_en,Language Philosophy,30.326532985631665
da,en,Rejsepakke,Travel kit,10,10,1,2,da_en,Travel package,49.99999999999999
da,en,axel f. sagt:,Sophie H. said:,13,15,3,3,da_en,taxel f. said:,39.76353643835252
da,en,Baseret på lang erfaring og ekspertise har BIM Equity udviklet og dokumenteret et workflow med BIM samt tilhørende guide og BIM manual. Læs mere om hvordan vi rådgiver virksomheder mht. strategi og implementering af teknologi og metode under Rådgivning >>,"On the basis of our extensive experience and expertise, BIM Equity has developed and documented a BIM workflow together with a matching guide and BIM manual. Find out more about how we advise companies on strategy and implementation of technology and methods under Consultancy >>",255,279,40,45,da_en,"Based on long experience and expertise, BIM Equity has developed and documented a workflow with BIM as well as related guide and BIM manual. Read more about how we advise companies on strategy and implementation of technology and methodology under Counselling >>",55.23936919639738
da,en,"Mulighed for (1,348)","Opportunity (1,348)",20,19,3,2,da_en,"Possibility of (1,348)",39.76353643835252
da,en,Høj (hverdag),High (daily life),13,17,2,3,da_en,High (everyday),27.534765745159184
da,en,Dimensioner #136 pdf,Dimensions #136,20,15,3,2,da_en,Dimensions #136 pdf,59.460355750136046
da,en,Tre blomst sko,Three flower shoes,14,18,3,3,da_en,Three flower shoes,100.00000000000004
da,en,"xhamster.com gamle,","xhamster.com Old,",19,17,2,2,da_en,"xhamster.com old,",42.72870063962342
da,en,"Bibelen bemærker, at højhed er iboende for personer, der er løsrevet og forsømt af Gud. Ordet arrogance har gamle slaviske oprindelsesroer, og den eksakte betydning af dette begreb er ""at blæse"" eller ""at blæse"", et synonym er arrogance, arrogance eller arrogance.","The Bible notes that haughtiness is inherent in individuals who are detached and neglected by God. The word arrogance has Old Slavic roots of origin, and the exact meaning of this concept is ""to blow"" or ""to inflate"", a synonym is arrogance, arrogance or arrogance.",264,265,41,45,da_en,"The Bible notes that highness is inherent to persons who are detached and neglected by God. The word arrogance has ancient Slavic robes of origin, and the exact meaning of this concept is ""to blow"" or ""to blow,"" a synonym is arrogance, arrogance or arrogance.",73.35179699683931
da,en,trækstyrke(MPa),Yield Strength(MPa),15,19,1,2,da_en,Tensile strength(MPa),39.76353643835252
da,en,Varm tunge,Warm tongue,10,11,2,2,da_en,Hot sole,0.0
da,en,Andre Ydelser,Other services,13,14,2,2,da_en,Other benefits,49.99999999999999
da,en,Projektering,Transport planning,12,18,1,2,da_en,Design,0.0
da,en,⑧ Afgiv din ordre,⑧ Place your order,17,18,4,4,da_en,8 Give Your Order,0.0
da,en,Tivoli billetter,Tivoli tickets,16,14,2,2,da_en,Tivoli Tickets,49.99999999999999
da,en,Guava abrikos,Guava apricot,13,13,2,2,da_en,Guava apricot,100.00000000000004
da,en,Indtast din e-mail!,Please enter your email!,19,24,3,4,da_en,Enter your e-mail!,14.794015674776452
da,en,Skriv din omtale,Write your review,16,17,3,3,da_en,Write your publicity,55.03212081491043
da,en,"Når du er uindsamlet, taber du nemt ting. Har du bemærket, at du bringer hjem pasta, og at der allerede er fire kasser på hylden? Når alle ting er organiseret, så ved du præcis, hvad du har brug for i øjeblikket. Dette vil reducere affald og arbejde på skraldespanden.","When you are uncollected, you easily lose things. Have you noticed that you bring home pasta, and that there are already four boxes on the shelf? When all things are organized, then you know exactly what you need at the moment. This will reduce waste and work on the trash.",268,273,49,50,da_en,"When you are uncollected, you lose things easily. Have you noticed that you bring home pasta and that there are already four boxes on the shelf? When all things are organized, you know exactly what you need at the moment. This will reduce waste and work on the trash can.",82.69398144295073
da,en,Helse Og Skønhed,Health & Beauty,16,15,3,3,da_en,Health and Beauty,34.66806371753173
da,en,Dias/Film-Skannere,Slide / Film Scanners,18,21,1,4,da_en,Dias/Film Scanners,59.460355750136046
da,en,Play Bøger,Play Books,10,10,2,2,da_en,Play Books,100.00000000000004
da,en,beskidte trusser,dirty feet,16,10,2,2,da_en,Dirty panties,0.0
da,en,Seneste salg fører,Latest Sales Leads,18,18,3,3,da_en,Latest Sales Leads,100.00000000000004
da,en,For Familier,For families,12,12,2,2,da_en,For Families,49.99999999999999
da,en,Alle sprogkurser,All language courses,16,20,2,3,da_en,All language courses,100.00000000000004
da,en,AdWords-Kampagnen,AdWords campaigns,17,17,1,2,da_en,The AdWords Campaign,27.516060407455225
da,en,Besøg vores showroom,See our showroom,20,16,3,3,da_en,Visit our showroom,55.03212081491043
da,en,Bagageopslag,Limousine service,12,17,1,2,da_en,Luggage notices,0.0
da,en,Kirstine Bjerre,Newsletter,15,10,2,1,da_en,Kirstine Bjerre,0.0
da,en,Vores leverance,How we deliver,15,14,2,3,da_en,Our delivery,0.0
da,en,Saxo-Instituttet,The Saxo Institute,16,18,1,3,da_en,Saxo Institute,60.653065971263366
da,en,"Jomo kvalitetskontrol er indsat i hver proces i hele fabrikken, vi tjekker hver position af produktionslinjen for at minimere menneskelige fejl og den perfekte afslutning af hele proceduren fra udvinding til de færdige produkter. Følgende er vores mål Kvalitetskontrol:","JOMO quality controllers are deployed in every process throughout the factory, We checking every position of the production line to minimize human error and the perfect completion of the whole procedure from extraction to the finished products. Following are our Quality control objectives:",269,290,39,43,da_en,"Jomo quality control is inserted in each process throughout the factory, we check each position of the production line to minimize human error and the perfect completion of the entire procedure from extraction to the finished products. The following are our objectives Quality control:",55.50478397373079
da,en,BUCHAREST VEJR i juli,BUCHAREST WEATHER IN JULY,21,25,4,4,da_en,BUCHAREST ROADS in July,15.97357760615681
da,en,"udendørs, briller","outdoor, dress, glasses",17,23,2,3,da_en,"outdoor, glasses",40.74994374254097
da,en,Magiske holderen,Magical Holder,16,14,2,2,da_en,Magic Holder,49.99999999999999
da,en,og som tutorial!,and as tutorial!,16,16,3,3,da_en,And as a tutorial!,23.643540225079384
da,en,Fredag nat,Friday night,10,12,2,2,da_en,Friday night,100.00000000000004
da,en,Ulven og ræven,The wolf and the fox,14,20,3,5,da_en,The Wolf and the Fox,23.643540225079384
da,en,Anal Rødhårede,Redhead Teens,14,13,2,2,da_en,Anal Red-haired,0.0
da,en,Labyrinten,The labyrinth,10,13,1,2,da_en,The Labyrinth,49.99999999999999
da,en,Område: Alanya,Location: Alanya,14,16,2,2,da_en,Area: Alanya,55.03212081491043
da,en,moden kone trekant,female condom sex,18,17,3,3,da_en,mature wife threesome,0.0
da,en,MMER8TRD Se Koden,MMER8TRD See Code,17,17,3,3,da_en,MMER8TRD See Code,100.00000000000004
da,en,280S Serien,280S Series,11,11,2,2,da_en,280S Series,100.00000000000004
